close,1692373858.3381457
close,1692373877.9877913
down,1692373889.0015564
close,1692373892.1840272
down,1692373901.5024383
close,1692373903.7422657
close,1692373920.8637853
down,1692373931.0038202
close,1692373933.6227424
down,1692373944.5047169
close,1692373950.8408675
down,1692373960.5071356
