
13.954373, 9., 436,498
13.954373, 9., 436,499
13.970212, 9., 436,499
13.970212, 9., 436,499
13.986287, 9., 436,500
13.986287, 9., 436,499
14.002215, 9., 436,499
14.003161, 9., 436,500
14.018255, 9., 436,500
14.018255, 9., 436,500
14.03414, 9., 436,500
14.034742, 9., 436,501
14.049987, 9., 436,501
14.050991, 9., 436,501
14.065643, 9., 436,501
14.066657, 9., 436,501
14.082413, 9., 436,501
14.097882, 9., 436,502
14.09884, 9., 436,502
14.114206, 9., 436,502
14.114206, 9., 436,502
14.129918, 9., 436,502
14.129918, 9., 436,503
14.146163, 8., 436,503
14.146163, 8., 436,503
14.161791, 8., 436,503
14.161791, 8., 436,503
14.177988, 8., 436,504
14.177988, 8., 436,504
14.194281, 8., 436,504
14.19436, 8., 436,504
14.209463, 8., 436,504
14.210379, 8., 436,504
14.226045, 8., 436,504
14.226045, 8., 436,506
14.242413, 8., 436,508
14.242413, 8., 435,515
14.258237, 8., 433,531
14.258237, 8., 430,549
14.274224, 8., 426,560
14.275172, 8., 423,570
14.289974, 8., 421,587
14.305852, 8., 418,603
14.305852, 8., 415,633
14.322446, 8., 413,655
14.322446, 8., 412,668
14.33815, 8., 410,680
14.33913, 8., 408,690
14.353922, 8., 405,698
14.354538, 8., 403,706
14.370275, 8., 401,722
14.371303, 8., 399,725
14.38531, 8., 398,733
14.386299, 8., 397,736
14.402329, 8., 396,736
14.402329, 8., 396,738
14.417757, 8., 396,738
14.418837, 8., 396,739
14.434054, 8., 396,739
14.434054, 8., 396,739
14.449107, 8., 396,739
14.450187, 8., 396,740
14.465849, 8., 396,740
14.465849, 8., 396,740
14.481282, 8., 396,740
14.482303, 8., 396,740
14.498121, 8., 396,740
14.513636, 8., 396,740
14.514431, 7., 396,740
14.529364, 7., 396,740
14.529364, 7., 396,741
14.5453, 7., 396,741
14.546332, 7., 396,741
14.561766, 7., 396,741
14.561766, 7., 396,741
14.577263, 7., 396,741
14.578259, 7., 396,741
14.594083, 6., 396,741
14.594083, 6., 396,742
14.609845, 6., 395,741
14.609845, 6., 395,741
14.625236, 6., 395,741
14.626214, 6., 396,742
14.641494, 6., 396,743
14.641494, 6., 396,744
14.657527, 6., 396,745
14.657527, 6., 396,746
14.673525, 5., 396,747
14.674161, 5., 395,749
14.689972, 5., 395,753
14.705146, 5., 394,762
14.705146, 5., 392,766
14.721547, 5., 391,770
14.721547, 5., 388,775
14.737528, 5., 386,778
14.737528, 5., 384,781
14.7533, 5., 382,784
14.754264, 5., 381,786
14.769535, 5., 379,788
14.769535, 5., 376,790
14.784798, 5., 374,798
14.785804, 5., 372,810
14.801256, 5., 371,813
14.801256, 5., 370,816
14.816633, 5., 371,818
14.817656, 5., 370,818
14.832492, 5., 370,819
14.832492, 5., 370,819
14.848734, 5., 370,819
14.849733, 5., 370,820
14.865024, 5., 370,821
14.865024, 5., 370,821
14.881489, 5., 370,821
14.882575, 5., 370,822
14.89761, 5., 370,822
14.912545, 5., 370,823
14.914241, 5., 370,822
14.929497, 5., 370,823
14.929497, 5., 370,823
14.944852, 5., 370,823
14.945968, 5., 370,823
14.960967, 5., 370,824
14.961955, 5., 370,824
14.977456, 5., 370,823
14.977456, 5., 370,824
14.99245, 5., 370,824
14.994121, 5., 370,824
15.009472, 5., 370,824
15.009472, 5., 370,824
15.025502, 5., 370,824
15.025502, 5., 370,824
15.041325, 5., 370,824
15.041325, 5., 370,824
15.057479, 5., 370,824
15.057479, 5., 370,825
15.073124, 5., 370,825
15.074109, 5., 370,825
15.089509, 5., 370,824
15.105066, 5., 370,825
15.105066, 5., 370,825
15.120598, 5., 370,825
15.121598, 5., 370,825
15.136715, 5., 370,826
15.136715, 5., 370,825
15.15304, 5., 370,825
15.15304, 5., 370,826
15.168566, 5., 370,826
15.169512, 5., 370,826
15.184227, 5., 370,826
15.185421, 5., 370,826
15.200375, 5., 370,826
15.201377, 5., 370,826
15.217189, 5., 370,826
15.217189, 5., 371,828
15.232987, 5., 370,826
15.232987, 5., 370,826
15.248267, 5., 370,827
15.249183, 5., 371,827
15.264527, 5., 370,827
15.265544, 5., 370,827
15.280498, 5., 370,827
15.280498, 5., 370,827
15.296823, 5., 370,827
15.312765, 5., 370,826
15.312765, 5., 370,827
15.328823, 5., 370,827
15.328823, 5., 370,828
15.344857, 5., 370,827
15.344857, 5., 370,828
15.36106, 5., 370,828
15.36106, 5., 370,827
15.376803, 5., 370,828
15.377554, 5., 370,828
15.393034, 5., 370,828
15.393034, 5., 370,827
15.40828, 5., 370,828
15.409273, 5., 370,829
15.424686, 5., 370,828
15.424686, 5., 370,826
15.4408, 5., 370,829
15.441692, 5., 370,828
15.456573, 5., 370,828
15.457553, 5., 370,828
15.472907, 6., 370,828
15.472907, 6., 370,829
15.488355, 6., 370,828
15.504714, 6., 370,828
15.504714, 6., 370,828
15.521098, 6., 370,829
15.521098, 6., 370,829
15.536295, 6., 370,828
15.537157, 6., 370,829
15.55248, 5., 370,829
15.55248, 5., 370,828
15.568766, 5., 370,829
15.568766, 5., 370,829
15.584729, 5., 370,826
15.584729, 5., 370,823
15.600679, 5., 371,819
15.600679, 5., 371,813
15.616265, 5., 372,795
15.617356, 5., 374,791
15.632111, 5., 375,788
15.633206, 5., 376,781
15.648232, 5., 378,777
15.64913, 5., 381,769
15.664475, 6., 383,749
15.665497, 6., 385,736
15.680289, 6., 387,729
15.68132, 6., 389,719
15.696563, 6., 391,707
15.712586, 6., 392,687
15.712586, 6., 392,679
15.728651, 6., 393,675
15.728651, 6., 394,672
15.744253, 6., 394,669
15.744253, 6., 394,669
15.760629, 6., 394,669
15.760629, 6., 394,670
15.776528, 6., 394,671
15.776528, 6., 394,671
15.792361, 6., 394,672
15.792361, 6., 394,673
